,image,object,probability,coordinates,check
18296,N30051001432092,tie,0.72,"[959, 1205, 1019, 1359]",
18297,N30051001432092,tie,0.67,"[1790, 1144, 1815, 1237]",
18298,N30051001432092,chair,0.65,"[66, 1973, 339, 2406]",
18299,N30051001432092,chair,0.63,"[709, 1739, 1127, 2401]",
18300,N30051001432092,chair,0.59,"[150, 1966, 862, 2405]",
18301,N30051001432092,chair,0.58,"[375, 1746, 759, 2019]",
18302,N30051001432092,chair,0.5,"[2749, 1704, 2913, 1949]",
18303,N30051001432092,chair,0.43,"[2555, 1919, 2916, 2390]",
18304,N30051001432092,chair,0.41,"[2420, 1705, 2784, 1974]",
18305,N30051001432092,chair,0.4,"[70, 1754, 422, 2005]",
18306,N30051001432092,chair,0.39,"[2293, 1918, 2915, 2409]",
18307,N30051001432092,chair,0.37,"[2312, 2233, 2868, 2409]",
18308,N30051001432092,chair,0.28,"[2420, 1706, 2786, 2116]",
18309,N30051001432092,chair,0.27,"[372, 1747, 758, 2211]",
18310,N30051001455564,person,0.94,"[1263, 451, 2007, 1186]",
18311,N30051001455564,person,0.87,"[701, 469, 1767, 1747]",
18312,N30051001455564,clock,0.65,"[1637, 258, 1826, 491]",
18313,N30051001455564,tie,0.6,"[1481, 851, 1563, 1063]",
18314,N30051001455564,bowl,0.54,"[398, 1832, 731, 2030]",
18315,N30051001455564,knife,0.35,"[1176, 1602, 1589, 1707]",
18316,N30051001455564,chair,0.33,"[70, 1486, 435, 2292]",
18317,N30051001455564,chair,0.33,"[538, 1085, 760, 1869]",
18318,N30051001455564,clock,0.27,"[1614, 253, 1865, 552]",
18319,N30051001510459,person,0.93,"[237, 584, 2882, 2069]",
18320,N30051001510459,bed,0.6,"[65, 722, 2823, 2067]",
18321,N30051001510459,bed,0.35,"[70, 120, 2902, 2048]",
18322,N30051001715629,truck,0.9,"[84, 278, 2982, 2339]",
18323,N30051000704830,horse,0.92,"[626, 1646, 1428, 2916]",
18324,N30051000704830,person,0.85,"[239, 1393, 591, 2495]",
18325,N30051000704830,person,0.78,"[1190, 1259, 1548, 1983]",
18326,N30051000704830,handbag,0.74,"[2085, 2402, 2291, 2782]",
18327,N30051000704830,person,0.7,"[757, 1184, 1564, 2650]",
18328,N30051000704830,person,0.66,"[1826, 716, 2091, 1186]",
18329,N30051000704830,person,0.63,"[2090, 1631, 2290, 2922]",
18330,N30051000704830,person,0.63,"[1849, 1205, 2159, 2211]",
18331,N30051000704830,person,0.59,"[1725, 1093, 1949, 1855]",
18332,N30051000704830,person,0.57,"[107, 1390, 302, 1768]",
18333,N30051000704830,person,0.53,"[1519, 1018, 1669, 1468]",
18334,N30051000704830,person,0.47,"[430, 1441, 664, 2303]",
18335,N30051000704830,person,0.45,"[1092, 1070, 1269, 1455]",
18336,N30051000704830,tie,0.45,"[972, 1473, 1008, 1525]",
18337,N30051000704830,car,0.43,"[2056, 837, 2215, 1126]",
18338,N30051000704830,person,0.35,"[1425, 1020, 1578, 1483]",
18339,N30051000704830,person,0.35,"[2011, 1426, 2263, 2045]",
18340,N30051000704830,car,0.34,"[1769, 635, 1872, 728]",
18341,N30051000704830,person,0.33,"[1281, 1085, 1467, 1409]",
18342,N30051000704830,person,0.31,"[690, 1378, 861, 1692]",
18343,N30051000704830,person,0.31,"[2153, 527, 2287, 1067]",
18344,N30051000704830,person,0.29,"[1595, 989, 1723, 1445]",
18345,N30051000704830,person,0.29,"[658, 1218, 789, 1578]",
18346,N30051000704830,car,0.27,"[2058, 684, 2138, 753]",
18347,N30051002734272,person,0.91,"[4683, 2315, 7317, 8751]",
18348,N30051002734272,person,0.89,"[1912, 2010, 4375, 8710]",
18349,N30051002734272,vase,0.65,"[409, 3301, 896, 4073]",
18350,N30051002734272,chair,0.63,"[4, 7440, 1826, 8745]",
18351,N30051002734272,vase,0.48,"[908, 1735, 1774, 2986]",
18352,N30051002734272,bowl,0.41,"[1268, 5360, 1959, 5707]",
18353,N30051002734272,tie,0.41,"[5679, 3517, 6186, 5078]",
18354,N30051002734272,vase,0.38,"[5229, 3117, 5658, 3817]",
18355,N30051002734272,bowl,0.36,"[4978, 2181, 5872, 2780]",
18356,N30051002734272,bowl,0.29,"[426, 5609, 1289, 5989]",
18357,N30051002734272,couch,0.28,"[7930, 6844, 10353, 8738]",
18358,N30051002734280,person,0.94,"[2030, 1501, 5236, 7658]",
18359,N30051002734280,person,0.84,"[4223, 2702, 7175, 8178]",
18360,N30051002734280,tie,0.81,"[4036, 2568, 4465, 2830]",
18361,N30051002734280,dog,0.72,"[3966, 3043, 5672, 5730]",
18362,N30051002734280,chair,0.28,"[3628, 4261, 7312, 7484]",
18363,N30051001510467,person,0.94,"[594, 413, 2040, 2016]",
18364,N30051001510467,bicycle,0.49,"[1236, 620, 2122, 2015]",
18365,N30051002682646,kite,0.32,"[7376, 6853, 7779, 7176]",
18366,N30051002682646,kite,0.27,"[9051, 6814, 9281, 6990]",
18367,N30051001509881,person,0.9,"[267, 280, 369, 653]",
18368,N30051001509881,person,0.89,"[397, 303, 514, 655]",
18369,N30051001509881,person,0.89,"[145, 308, 257, 627]",
18370,N30051001509881,person,0.89,"[72, 283, 166, 603]",
18371,N30051001509881,person,0.85,"[503, 314, 571, 502]",
18372,N30051001509881,car,0.8,"[336, 253, 450, 295]",
18373,N30051001509881,car,0.77,"[506, 265, 584, 308]",
18374,N30051001509881,car,0.76,"[194, 241, 267, 276]",
18375,N30051001509881,tie,0.74,"[444, 360, 460, 408]",
18376,N30051001509881,car,0.74,"[445, 258, 521, 296]",
18377,N30051001509881,tie,0.69,"[253, 323, 262, 363]",
18378,N30051001509881,person,0.66,"[217, 268, 286, 592]",
18379,N30051001509881,car,0.64,"[39, 231, 109, 256]",
18380,N30051001509881,car,0.61,"[91, 236, 150, 265]",
18381,N30051001509881,tie,0.6,"[200, 360, 210, 400]",
18382,N30051001509881,car,0.56,"[499, 243, 544, 271]",
18383,N30051001509881,car,0.54,"[17, 234, 42, 254]",
18384,N30051001509881,car,0.54,"[129, 235, 185, 274]",
18385,N30051001509881,car,0.53,"[296, 251, 367, 282]",
18386,N30051001509881,car,0.48,"[442, 241, 483, 266]",
18387,N30051001509881,car,0.47,"[246, 246, 318, 276]",
18388,N30051001509881,tie,0.46,"[129, 339, 142, 376]",
18389,N30051001509881,car,0.43,"[544, 243, 584, 269]",
18390,N30051001509881,potted plant,0.34,"[557, 397, 585, 437]",
18391,N30051001509881,person,0.26,"[235, 276, 282, 588]",
18392,N30051001471561,person,0.71,"[168, 129, 189, 190]",
18393,N30051001471561,person,0.68,"[229, 129, 247, 182]",
18394,N30051001471561,person,0.54,"[145, 133, 166, 195]",
18395,N30051001471561,person,0.53,"[258, 136, 274, 194]",
18396,N30051001471561,person,0.52,"[22, 128, 39, 192]",
18397,N30051001471561,person,0.51,"[95, 124, 116, 178]",
18398,N30051001471561,person,0.48,"[64, 126, 85, 187]",
18399,N30051001471561,person,0.46,"[43, 132, 67, 194]",
18400,N30051001471561,person,0.38,"[292, 182, 335, 229]",
18401,N30051001471561,person,0.32,"[117, 124, 132, 171]",
18402,N30051001471561,person,0.26,"[83, 117, 102, 170]",
18403,N30051001471561,person,0.26,"[274, 144, 288, 194]",
18404,N30051001471496,person,0.86,"[309, 146, 364, 315]",
18405,N30051001471496,person,0.78,"[23, 146, 74, 300]",
18406,N30051001471496,person,0.76,"[225, 128, 287, 312]",
18407,N30051001471496,person,0.71,"[111, 129, 156, 303]",
18408,N30051001471496,frisbee,0.68,"[252, 34, 298, 83]",
18409,N30051001471496,person,0.65,"[148, 132, 199, 302]",
18410,N30051001471496,person,0.64,"[77, 140, 119, 302]",
18411,N30051001471496,person,0.62,"[196, 149, 244, 304]",
18412,N30051001471496,handbag,0.59,"[332, 178, 362, 248]",
18413,N30051001471496,person,0.48,"[276, 128, 304, 292]",
18414,N30051001471496,person,0.34,"[214, 77, 287, 176]",
18415,N30051001471496,banana,0.34,"[345, 37, 427, 155]",
18416,N30051001471496,frisbee,0.33,"[276, 29, 321, 93]",
18417,N30051002102686,person,0.89,"[144, 110, 223, 343]",
18418,N30051002102686,person,0.86,"[121, 115, 161, 307]",
18419,N30051002102686,tie,0.73,"[162, 146, 174, 200]",
18420,N30051002102686,tie,0.42,"[167, 146, 174, 176]",
18421,N30051001441051,person,0.88,"[231, 103, 459, 343]",
18422,N30051001441051,truck,0.53,"[168, 178, 753, 578]",
18423,N30051001441051,car,0.46,"[169, 179, 753, 579]",
18424,N30051002089826,person,0.89,"[142, 43, 250, 207]",
18425,N30051002089826,person,0.89,"[88, 59, 120, 157]",
18426,N30051002089826,person,0.62,"[142, 55, 173, 153]",
18427,N30051002089826,cell phone,0.51,"[184, 89, 194, 112]",
18428,N30051002089826,person,0.43,"[133, 57, 154, 152]",
18429,N30051002089826,chair,0.4,"[150, 185, 237, 227]",
18430,N30051002089826,chair,0.27,"[235, 167, 269, 215]",
18431,N30051002089826,chair,0.26,"[68, 73, 91, 106]",
18432,N30051002139423,person,0.93,"[44, 51, 161, 271]",
18433,N30051002139423,person,0.87,"[18, 83, 67, 268]",
18434,N30051002139423,person,0.86,"[292, 96, 342, 270]",
18435,N30051002139423,tie,0.76,"[92, 105, 113, 174]",
18436,N30051002139423,person,0.63,"[199, 105, 238, 201]",
18437,N30051002139423,airplane,0.5,"[6, 8, 349, 271]",
18438,N30051002139423,person,0.44,"[238, 103, 304, 238]",
18439,N30051002139423,person,0.43,"[151, 96, 202, 271]",
18440,N30051002139423,train,0.34,"[6, 23, 343, 184]",
18441,N30051002139423,tie,0.3,"[92, 105, 113, 150]",
18442,N30051002139423,person,0.25,"[93, 96, 201, 272]",
18443,N30051002006341,person,0.84,"[285, 137, 308, 192]",
18444,N30051002006341,truck,0.81,"[36, 124, 282, 237]",
18445,N30051002006341,person,0.74,"[41, 148, 57, 183]",
18446,N30051002006341,person,0.32,"[336, 136, 344, 160]",
18447,N30051002006341,truck,0.28,"[37, 79, 284, 238]",
18448,N30051001464418,chair,0.88,"[222, 170, 287, 251]",
18449,N30051001464418,chair,0.83,"[142, 184, 207, 280]",
18450,N30051001464418,chair,0.79,"[48, 160, 99, 240]",
18451,N30051001464418,chair,0.76,"[94, 155, 144, 245]",
18452,N30051001464418,chair,0.75,"[318, 140, 343, 213]",
18453,N30051001464418,chair,0.74,"[25, 152, 56, 224]",
18454,N30051001464418,person,0.66,"[189, 74, 227, 118]",
18455,N30051001464418,handbag,0.66,"[214, 227, 259, 272]",
18456,N30051001464418,person,0.64,"[133, 127, 209, 252]",
18457,N30051001464418,person,0.63,"[261, 84, 297, 168]",
18458,N30051001464418,person,0.56,"[38, 112, 102, 221]",
18459,N30051001464418,person,0.52,"[78, 85, 111, 130]",
18460,N30051001464418,person,0.44,"[225, 125, 267, 210]",
18461,N30051001464418,person,0.43,"[133, 71, 161, 110]",
18462,N30051001464418,chair,0.43,"[11, 146, 31, 213]",
18463,N30051001464418,person,0.4,"[97, 117, 147, 198]",
18464,N30051001464418,person,0.37,"[18, 109, 42, 153]",
18465,N30051001464418,tv,0.35,"[168, 19, 246, 100]",
18466,N30051001464418,dinning table,0.34,"[66, 125, 244, 182]",
18467,N30051001464418,handbag,0.31,"[214, 207, 259, 272]",
18468,N30051001464418,person,0.25,"[228, 125, 266, 182]",
18469,N30051001774972,boat,0.86,"[287, 1, 456, 347]",
18470,N30051001774972,person,0.66,"[150, 526, 177, 563]",
18471,N30051001774972,boat,0.63,"[73, 238, 684, 550]",
18472,N30051001774972,boat,0.37,"[159, 323, 317, 374]",
18473,N30051002006184,person,0.91,"[61, 57, 121, 214]",
18474,N30051002006184,person,0.82,"[241, 101, 293, 204]",
18475,N30051002006184,person,0.75,"[172, 102, 222, 163]",
18476,N30051002006184,person,0.75,"[208, 99, 260, 161]",
18477,N30051002006184,dinning table,0.68,"[159, 155, 252, 229]",
18478,N30051002006184,bowl,0.65,"[261, 206, 285, 218]",
18479,N30051002006184,person,0.6,"[277, 101, 350, 204]",
18480,N30051002006184,person,0.41,"[122, 104, 144, 150]",
18481,N30051002006184,person,0.37,"[286, 101, 350, 242]",
18482,N30051002006184,person,0.37,"[305, 112, 350, 243]",
18483,N30051002006184,cup,0.36,"[284, 200, 293, 216]",
18484,N30051002006184,cup,0.35,"[217, 167, 225, 180]",
18485,N30051002006184,cup,0.34,"[192, 155, 202, 167]",
18486,N30051002006184,person,0.34,"[1, 112, 29, 147]",
18487,N30051002006184,tie,0.29,"[200, 121, 206, 138]",
18488,N30051002006184,dinning table,0.28,"[1, 202, 50, 271]",
18489,N30051002006184,person,0.27,"[4, 133, 35, 176]",
18490,N30051002006184,chair,0.26,"[66, 152, 89, 184]",
18491,N30051002142005,person,0.84,"[82, 196, 109, 247]",
18492,N30051002142005,person,0.84,"[55, 199, 87, 247]",
18493,N30051002142005,person,0.75,"[325, 86, 341, 135]",
18494,N30051002142005,train,0.59,"[36, 102, 271, 203]",
18495,N30051002142005,person,0.39,"[37, 149, 53, 181]",
18496,N30051002142005,person,0.28,"[25, 137, 31, 170]",
18497,N30051002142005,person,0.26,"[47, 135, 56, 146]",
18498,N30051001489332,person,0.92,"[331, 301, 430, 486]",
18499,N30051001489332,person,0.91,"[190, 300, 291, 507]",
18500,N30051001489332,person,0.88,"[97, 305, 177, 492]",
18501,N30051001489332,person,0.28,"[528, 390, 545, 428]",
18502,N30051002185046,bicycle,0.94,"[141, 141, 246, 239]",
18503,N30051002185046,person,0.91,"[203, 81, 275, 241]",
18504,N30051002185046,person,0.88,"[107, 70, 159, 252]",
18505,N30051002185046,person,0.84,"[40, 78, 69, 167]",
18506,N30051002185046,person,0.82,"[84, 75, 112, 164]",
18507,N30051002185046,person,0.79,"[151, 56, 201, 216]",
18508,N30051002185046,person,0.52,"[61, 75, 80, 161]",
18509,N30051002006333,person,0.91,"[245, 56, 301, 236]",
18510,N30051002006333,person,0.88,"[0, 119, 79, 199]",
18511,N30051002006333,person,0.85,"[50, 112, 132, 192]",
18512,N30051002006333,person,0.74,"[102, 114, 146, 193]",
18513,N30051002006333,person,0.66,"[298, 118, 337, 181]",
18514,N30051002006333,dinning table,0.64,"[29, 187, 151, 279]",
18515,N30051002006333,person,0.48,"[131, 111, 173, 187]",
18516,N30051002006333,wine glass,0.48,"[56, 186, 68, 205]",
18517,N30051002006333,person,0.44,"[217, 111, 255, 189]",
18518,N30051002006333,chair,0.42,"[149, 160, 202, 221]",
18519,N30051002006333,person,0.37,"[320, 116, 348, 179]",
18520,N30051002006333,person,0.34,"[190, 112, 219, 161]",
18521,N30051002006333,bowl,0.31,"[44, 230, 72, 245]",
18522,N30051002006333,cup,0.31,"[39, 204, 49, 220]",
18523,N30051002006333,chair,0.27,"[294, 142, 317, 179]",
18524,N30051002185301,person,0.89,"[158, 186, 198, 334]",
18525,N30051002185301,bench,0.87,"[1, 252, 58, 283]",
18526,N30051002185301,person,0.87,"[53, 158, 115, 336]",
18527,N30051002185301,person,0.86,"[215, 215, 236, 281]",
18528,N30051002185301,chair,0.53,"[263, 209, 302, 263]",
18529,N30051002185301,bench,0.36,"[84, 250, 100, 272]",
18530,N30051002185301,airplane,0.29,"[105, 0, 193, 34]",
18531,N30051002006093,person,0.89,"[168, 81, 242, 163]",
18532,N30051002006093,person,0.83,"[90, 183, 127, 226]",
18533,N30051002006093,person,0.5,"[86, 26, 97, 42]",
18534,N30051002006093,person,0.41,"[118, 39, 132, 75]",
18535,N30051002006093,person,0.26,"[107, 23, 122, 49]",
18536,N30051001714937,person,0.89,"[63, 59, 153, 269]",
18537,N30051001714937,book,0.36,"[0, 240, 74, 280]",
18538,N30051001714937,suitcase,0.26,"[125, 131, 192, 176]",
18539,N30051002184809,person,0.79,"[22, 150, 47, 225]",
18540,N30051002184809,person,0.75,"[193, 106, 214, 163]",
18541,N30051002184809,person,0.69,"[67, 144, 82, 192]",
18542,N30051002184809,person,0.62,"[39, 137, 61, 213]",
18543,N30051002184809,person,0.58,"[215, 148, 243, 215]",
18544,N30051002184809,person,0.55,"[310, 149, 317, 169]",
18545,N30051002184809,person,0.5,"[297, 151, 305, 170]",
18546,N30051002184809,person,0.45,"[7, 142, 21, 197]",
18547,N30051002184809,person,0.45,"[304, 148, 311, 168]",
18548,N30051002184809,person,0.42,"[52, 141, 65, 189]",
18549,N30051002184809,person,0.36,"[319, 150, 325, 170]",
18550,N30051002184809,person,0.28,"[117, 138, 130, 158]",
18551,N30051002184809,cake,0.26,"[107, 89, 242, 238]",
18552,N30051002184809,person,0.26,"[61, 141, 70, 188]",
18553,N30051002089776,person,0.92,"[10, 45, 214, 320]",
18554,N30051002089776,cell phone,0.7,"[102, 123, 183, 192]",
18555,N30051002089776,cell phone,0.38,"[155, 123, 183, 152]",
18556,N30051001580874,person,0.9,"[257, 119, 324, 332]",
18557,N30051001580874,bicycle,0.79,"[160, 181, 209, 231]",
18558,N30051001580874,person,0.72,"[205, 186, 243, 302]",
18559,N30051001580874,person,0.71,"[164, 152, 193, 217]",
18560,N30051001580874,person,0.64,"[359, 190, 373, 280]",
18561,N30051001580874,handbag,0.36,"[235, 222, 258, 252]",
18562,N30051001580874,handbag,0.3,"[233, 209, 258, 253]",
18563,N30051002185384,person,0.51,"[140, 248, 161, 298]",
18564,N30051002185384,person,0.5,"[111, 240, 130, 285]",
18565,N30051002185384,person,0.47,"[20, 276, 40, 338]",
18566,N30051002185384,person,0.43,"[104, 284, 124, 328]",
18567,N30051002185384,person,0.41,"[35, 270, 56, 331]",
18568,N30051002185384,person,0.36,"[151, 284, 178, 329]",
18569,N30051002185384,person,0.35,"[233, 260, 252, 314]",
18570,N30051002185384,person,0.33,"[166, 246, 190, 296]",
18571,N30051002185384,person,0.29,"[123, 213, 142, 260]",
18572,N30051002185384,person,0.27,"[120, 276, 135, 317]",
18573,N30051002006408,person,0.92,"[81, 90, 192, 271]",
18574,N30051002006408,person,0.89,"[161, 65, 304, 270]",
18575,N30051002006408,car,0.89,"[291, 203, 350, 255]",
18576,N30051002006408,person,0.64,"[195, 137, 223, 190]",
18577,N30051002141940,person,0.91,"[37, 74, 200, 300]",
18578,N30051002185236,train,0.75,"[87, 170, 232, 206]",
18579,N30051002185236,train,0.52,"[225, 185, 270, 253]",
18580,N30051002185236,person,0.51,"[182, 289, 194, 319]",
18581,N30051002185236,person,0.47,"[198, 288, 215, 319]",
18582,N30051002185236,person,0.35,"[155, 284, 168, 318]",
18583,N30051002185236,person,0.32,"[109, 235, 122, 265]",
18584,N30051002185236,person,0.26,"[70, 283, 85, 319]",
18585,N30051002184908,person,0.76,"[34, 113, 51, 168]",
18586,N30051002184908,person,0.74,"[3, 117, 25, 175]",
18587,N30051002184908,person,0.68,"[23, 119, 37, 170]",
18588,N30051002184908,person,0.4,"[93, 117, 107, 152]",
18589,N30051002184908,person,0.35,"[302, 120, 309, 140]",
18590,N30051002184908,person,0.35,"[326, 120, 334, 137]",
18591,N30051002184908,person,0.33,"[311, 119, 317, 136]",
18592,N30051002184908,person,0.29,"[12, 118, 25, 174]",
18593,N30051002006432,person,0.71,"[208, 65, 255, 137]",
18594,N30051002006432,person,0.32,"[134, 98, 284, 203]",
18595,N30051002137708,person,0.96,"[181, 75, 336, 271]",
18596,N30051002137708,person,0.95,"[49, 49, 185, 272]",
18597,N30051002137708,tie,0.84,"[131, 120, 150, 160]",
18598,N30051002137708,tie,0.78,"[241, 141, 253, 181]",
18599,N30051002102389,car,0.85,"[26, 217, 94, 262]",
18600,N30051002102389,person,0.74,"[125, 254, 143, 297]",
18601,N30051002102389,person,0.71,"[105, 248, 121, 291]",
18602,N30051002102389,person,0.65,"[71, 241, 88, 281]",
18603,N30051002102389,person,0.56,"[209, 226, 221, 270]",
18604,N30051002102389,car,0.55,"[168, 277, 271, 330]",
18605,N30051002102389,person,0.43,"[127, 229, 139, 260]",
18606,N30051002102389,person,0.35,"[96, 214, 110, 254]",
18607,N30051002102389,person,0.34,"[9, 224, 30, 260]",
18608,N30051002102389,person,0.32,"[137, 234, 151, 269]",
18609,N30051002102389,person,0.28,"[114, 216, 129, 275]",
18610,N30051002102389,motorcycle,0.25,"[168, 277, 271, 330]",
18611,N30051000483666,tv,0.3,"[15, 4, 350, 311]",
18612,N30051000483666,person,0.26,"[184, 113, 238, 218]",
18613,N30051002185533,car,0.92,"[0, 96, 185, 202]",
18614,N30051002185533,car,0.81,"[192, 103, 346, 218]",
18615,N30051002185533,person,0.78,"[267, 112, 283, 134]",
18616,N30051002185533,person,0.76,"[178, 109, 196, 154]",
18617,N30051002185533,person,0.65,"[172, 111, 185, 152]",
18618,N30051002185533,person,0.63,"[163, 108, 175, 144]",
18619,N30051002185533,person,0.44,"[233, 114, 242, 133]",
18620,N30051002185533,person,0.38,"[211, 111, 221, 132]",
18621,N30051002185533,person,0.37,"[206, 111, 215, 139]",
18622,N30051002185533,person,0.32,"[250, 115, 258, 131]",
18623,N30051002185533,person,0.31,"[195, 114, 203, 146]",
18624,N30051002185533,person,0.31,"[241, 114, 250, 130]",
18625,N30051002185533,person,0.3,"[254, 114, 267, 133]",
18626,N30051002185533,person,0.28,"[229, 114, 235, 133]",
18627,N30051002137666,car,0.86,"[261, 76, 341, 100]",
18628,N30051002137666,person,0.83,"[173, 40, 268, 183]",
18629,N30051002137666,motorcycle,0.81,"[52, 128, 321, 263]",
18630,N30051002137666,person,0.68,"[57, 61, 146, 220]",
18631,N30051000484656,person,0.73,"[82, 107, 138, 208]",
18632,N30051000484656,tv,0.66,"[16, 0, 345, 279]",
18633,N30051000484656,person,0.59,"[269, 140, 299, 212]",
18634,N30051000484656,person,0.56,"[151, 135, 190, 213]",
18635,N30051000484656,person,0.51,"[245, 139, 274, 208]",
18636,N30051000484656,person,0.42,"[203, 139, 253, 215]",
18637,N30051000484656,person,0.42,"[292, 133, 315, 201]",
18638,N30051000484656,person,0.3,"[113, 135, 140, 207]",
18639,N30051000484656,person,0.28,"[137, 137, 159, 212]",
18640,N30051001581039,person,0.91,"[188, 93, 347, 408]",
18641,N30051001581039,person,0.77,"[100, 124, 188, 452]",
